District,Type,Built by,Longitude,Latitude,ID
Gangseo-gu,Park,Seoul City,126.8331707,37.5722102,WF182359
Gangseo-gu,Park,Seoul City,126.83208,37.5722104,WF182360
Gangseo-gu,Park,Seoul City,126.8317306,37.5713903,WF182361
Gangseo-gu,Park,Seoul City,126.8315901,37.570721,WF182362
Gangseo-gu,Park,Seoul City,126.8319611,37.57042,WF182363
Gangseo-gu,Park,Seoul City,126.8314707,37.5698614,WF182364
Gangseo-gu,Park,Seoul City,126.8312934,37.5692625,WF182365
Gangseo-gu,Park,Seoul City,126.8315314,37.5683504,WF182366
Gangseo-gu,Park,Seoul City,126.8315132,37.5691825,WF182367
Gangseo-gu,Park,Seoul City,126.8309311,37.5677301,WF182368
Gangseo-gu,Park,Seoul City,126.8305361,37.5671778,WF182369
Gangseo-gu,Park,Seoul City,126.8312083,37.5673722,WF182370
Gangseo-gu,Park,Seoul City,126.8317556,37.5675278,WF182371
Gangseo-gu,Park,Seoul City,126.8295361,37.5668861,WF182372
Gangseo-gu,Park,Seoul City,126.8284528,37.56655,WF182373
Gangseo-gu,Park,Seoul City,126.8282306,37.5652583,WF182374
Gangseo-gu,Park,Seoul City,126.8293528,37.5662889,WF182375
Gangseo-gu,Park,Seoul City,126.8276278,37.5665583,WF182376
Gangseo-gu,Park,Seoul City,126.8310778,37.5669778,WF182377
Gangseo-gu,Park,Seoul City,126.8303667,37.5662028,WF182378
Gangseo-gu,Park,Seoul City,126.83075,37.5654417,WF182379
Gangseo-gu,Park,Seoul City,126.8316889,37.5657222,WF182380
Gangseo-gu,Park,Seoul City,126.8307722,37.5650417,WF182381
Gangseo-gu,Park,Seoul City,126.8279722,37.5647012,WF182382
Gangseo-gu,Park,Seoul City,126.8279278,37.565075,WF182383
Gangseo-gu,Park,Seoul City,126.8294222,37.5644222,WF182384
Gangseo-gu,Park,Seoul City,126.8299944,37.5645056,WF182385
Gangseo-gu,Park,Seoul City,126.8307889,37.5642611,WF182386
Gangseo-gu,Park,Seoul City,126.8321833,37.5640417,WF182387
Gangseo-gu,Park,Seoul City,126.8330097,37.5642056,WF182388
Gangseo-gu,Park,Seoul City,126.833625,37.5640056,WF182389
Gangseo-gu,Park,Seoul City,126.8332528,37.5649528,WF182390
Gangseo-gu,Park,Seoul City,126.8320694,37.5642472,WF182391
Gangseo-gu,Park,Seoul City,126.8316333,37.5649861,WF182392
Gangseo-gu,Park,Seoul City,126.8324194,37.5649917,WF182393
Gangseo-gu,Park,Seoul City,126.8327417,37.5655861,WF182394
Gangseo-gu,Park,Seoul City,126.8332833,37.5654028,WF182395
Gangseo-gu,Park,Seoul City,126.8339222,37.5653944,WF182396
Gangseo-gu,Park,Seoul City,126.8336835,37.566092,WF182397
Gangseo-gu,Park,Seoul City,126.8323413,37.5661206,WF182398
Gangseo-gu,Park,Seoul City,126.8321824,37.5667306,WF182399
Gangseo-gu,Park,Seoul City,126.8329815,37.5666412,WF182400
Gangseo-gu,Park,Seoul City,126.833642,37.5665602,WF182401
Gangseo-gu,Park,Seoul City,126.8339314,37.5669911,WF182402
Gangseo-gu,Park,Seoul City,126.8329822,37.5672913,WF182403
Gangseo-gu,Park,Seoul City,126.8337711,37.5684303,WF182404
Gangseo-gu,Park,Seoul City,126.8342802,37.5679106,WF182405
Gangseo-gu,Park,Seoul City,126.8328712,37.5681604,WF182406
Gangseo-gu,Park,Seoul City,126.8328803,37.5687025,WF182407
Gangseo-gu,Park,Seoul City,126.8335413,37.5686612,WF182408
Gangseo-gu,Park,Seoul City,126.8342113,37.5683703,WF182409
Gangseo-gu,Park,Seoul City,126.835512,37.5688012,WF182410
Gangseo-gu,Park,Seoul City,126.8345713,37.5690413,WF182411
Gangseo-gu,Park,Seoul City,126.8327503,37.5691603,WF182412
Gangseo-gu,Park,Seoul City,126.8335103,37.5693415,WF182413
Gangseo-gu,Park,Seoul City,126.8343303,37.569602,WF182414
Gangseo-gu,Park,Seoul City,126.8359412,37.5694904,WF182415
Gangseo-gu,Park,Seoul City,126.8355113,37.5697603,WF182416
Gangseo-gu,Park,Seoul City,126.83328,37.5700611,WF182417
Gangseo-gu,Park,Seoul City,126.8338904,37.5704904,WF182418
Gangseo-gu,Park,Seoul City,126.833781,37.5710912,WF182419
Gangseo-gu,Park,Seoul City,126.8349506,37.57117,WF182420
Gangseo-gu,Park,Seoul City,126.8358412,37.571102,WF182421
Gangseo-gu,Park,Seoul City,126.8342412,37.5718904,WF182422
Gangseo-gu,Park,Seoul City,126.8336601,37.5720102,WF182423
Gangseo-gu,Park,Seoul City,126.8350291,37.570022,WF182424
Gangseo-gu,Park,Seoul City,126.8350291,37.570022,WF182425
Gangseo-gu,Park,Seoul City,126.8350291,37.570022,WF182426
Gangseo-gu,Park,Seoul City,126.8350291,37.570022,WF182427
Gangseo-gu,Park,Seoul City,126.8350291,37.570022,WF182428
Gangseo-gu,Park,Seoul City,126.8350291,37.570022,WF182429
Gangseo-gu,Park,Seoul City,126.8350291,37.570022,WF182430
Gangseo-gu,Park,Seoul City,126.8350291,37.570022,WF182431
Gangseo-gu,Park,Seoul City,126.8350291,37.570022,WF182432
Gangseo-gu,Park,Seoul City,126.8350291,37.570022,WF182433
Gangseo-gu,Park,Seoul City,126.8350291,37.570022,WF182434
Gangseo-gu,Park,Seoul City,126.8349345,37.5692741,WF182435
Gangseo-gu,Park,Seoul City,126.8349345,37.5692741,WF182436
Gangseo-gu,Park,Seoul City,126.8349345,37.5692741,WF182437
Gangseo-gu,Park,Seoul City,126.8349345,37.5692741,WF182438
Gangseo-gu,Park,Seoul City,126.8349345,37.5692741,WF182439
Gangseo-gu,Public yard,Seoul City,126.826892,37.5660138,WF182464
Gangseo-gu,Public yard,Seoul City,126.826892,37.5660138,WF182465
Gangseo-gu,Public yard,Seoul City,126.826892,37.5660138,WF182466
Gangseo-gu,Public yard,Seoul City,126.826892,37.5660138,WF182467
Gangseo-gu,Public yard,Seoul City,126.826892,37.5660138,WF182468
Gangseo-gu,Public yard,Seoul City,126.826892,37.5660138,WF182469
Gangseo-gu,Public yard,Seoul City,126.826892,37.5660138,WF182470
Gangseo-gu,Public yard,Seoul City,126.826892,37.5660138,WF182471
Gangseo-gu,Public yard,Seoul City,126.826892,37.5660138,WF182472
Gangseo-gu,Public yard,Seoul City,126.826892,37.5660138,WF182473
Gangseo-gu,Public yard,Seoul City,126.826892,37.5660138,WF182474
Gangseo-gu,Public yard,Seoul City,126.826892,37.5660138,WF182475
Gangseo-gu,Public yard,Seoul City,126.826892,37.5660138,WF182476
Gangseo-gu,Public yard,Seoul City,126.826892,37.5660138,WF182477
Gangseo-gu,Public yard,Seoul City,126.826892,37.5660138,WF182478
Gangseo-gu,Public yard,Seoul City,126.826892,37.5660138,WF182479
Gangseo-gu,Public yard,Seoul City,126.826892,37.5660138,WF182480
Gangseo-gu,Public yard,Seoul City,126.826892,37.5660138,WF182481
Gangseo-gu,Public yard,Seoul City,126.826892,37.5660138,WF182482
Gangseo-gu,Public yard,Seoul City,126.826892,37.5660138,WF182483
Gangseo-gu,Public yard,Seoul City,126.826892,37.5660138,WF182484
Gangseo-gu,Public yard,Seoul City,126.8273989,37.5663142,WF182485
Gangseo-gu,Public yard,Seoul City,126.827358,37.5658272,WF182486
Gangseo-gu,Public yard,Seoul City,126.826907,37.5656083,WF182487
Gangseo-gu,Public yard,Seoul City,126.8264108,37.5653892,WF182488
Gangseo-gu,Public yard,Seoul City,126.8264977,37.5657953,WF182489
Gangseo-gu,Public yard,Seoul City,126.8265396,37.5661741,WF182490
Gangseo-gu,Public yard,Seoul City,126.8268206,37.566401,WF182491
Gangseo-gu,Public facility,District,126.841503,37.53069,WF182492
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131256
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131257
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131258
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131259
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131260
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131261
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131262
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131263
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131264
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131265
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131266
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131267
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131268
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131269
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131270
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131271
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131272
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131273
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131274
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131275
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131276
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131277
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131278
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131279
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131280
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131281
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131282
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131283
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131284
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131285
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131286
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131287
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131288
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131289
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131290
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131291
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131292
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131293
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131294
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131295
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131296
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131297
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131298
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131299
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131300
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131301
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131302
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131303
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131304
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131305
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131306
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131307
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131308
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131309
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131310
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131311
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131312
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131313
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131314
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131315
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131316
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131317
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131318
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131319
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131320
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131321
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131322
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131323
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131324
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131325
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131326
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131327
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131328
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131329
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131330
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131331
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131332
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131333
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131334
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131335
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131336
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131337
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131338
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131339
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131340
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131341
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131342
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131343
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131344
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131345
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131346
Gyeonggi-do,Park,SKT,127.0138656,37.4363226,WF131347
Gwanak-gu,Public yard,LGU+,126.9456913,37.4685949,WF121177
Gwanak-gu,Public yard,LGU+,126.9457081,37.468622,WF121178
Gwanak-gu,Main Street,LGU+,126.902722,37.4839003,WF121179
Gwanak-gu,Main Street,LGU+,126.902722,37.4839003,WF121180
Gwanak-gu,Main Street,LGU+,126.9813068,37.4757581,WF121181
Gwanak-gu,Main Street,LGU+,126.9813068,37.4757581,WF121182
Gwanak-gu,Main Street,LGU+,126.9801252,37.4757937,WF121183
Gwanak-gu,Main Street,LGU+,126.9801252,37.4757937,WF121184
Gwanak-gu,Main Street,LGU+,126.9521815,37.4794482,WF121185
Gwanak-gu,Main Street,LGU+,126.9521815,37.4794482,WF121186
Gwanak-gu,Main Street,LGU+,126.9544317,37.4831609,WF121187
Gwanak-gu,Main Street,LGU+,126.9135609,37.4859829,WF121188
Gwanak-gu,Main Street,LGU+,126.9135609,37.4859829,WF121189
Gwanak-gu,Main Street,LGU+,126.9375998,37.4705856,WF121190
Gwanak-gu,Main Street,LGU+,126.9377432,37.4691417,WF121191
Gwanak-gu,Main Street,LGU+,126.9377432,37.4691417,WF121192
Gwanak-gu,Main Street,LGU+,126.9377432,37.4691417,WF121193
Gwanak-gu,Main Street,LGU+,126.9298047,37.4850912,WF121194
Gwanak-gu,Main Street,LGU+,126.9298047,37.4850912,WF121195
Gwanak-gu,Main Street,LGU+,126.9296117,37.4834998,WF121196
Gwanak-gu,Main Street,LGU+,126.9296117,37.4834998,WF121197
Gwanak-gu,Tour site,Min. of Future(LGU+),126.9601883,37.4730143,WF121198
Gwanak-gu,Tour site,Min. of Future(SKT),126.9448168,37.4671252,WF121199
Gwanak-gu,Tour site,Min. of Future(SKT),126.9448168,37.4671252,WF121200
Gwanak-gu,Tour site,Min. of Future(SKT),126.9448168,37.4671252,WF121201
Gwanak-gu,Tour site,Min. of Future(SKT),126.9448168,37.4671252,WF121202
Gwanak-gu,Tour site,Min. of Future(SKT),126.9448168,37.4671252,WF121203
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9351783,37.4701725,WF121204
Gwanak-gu,Tour site,Min. of Future(LGU+),126.9160174,37.4800959,WF121205
Gwanak-gu,Street market,SKT,126.916944,37.486022,WF131348
Gwanak-gu,Street market,SKT,126.917199,37.485211,WF131349
Gwanak-gu,Street market,SKT,126.938043,37.485801,WF131350
Gwanak-gu,Street market,SKT,126.954028,37.483633,WF131351
Gwanak-gu,Main Street,LGU+,126.937649,37.469212,WF131352
Gwanak-gu,Main Street,LGU+,126.928117,37.483867,WF131353
Gwanak-gu,Main Street,LGU+,126.928117,37.483867,WF131354
Gwanak-gu,Main Street,LGU+,126.9297472,37.4851238,WF131355
Gwanak-gu,Street market,SKT,126.917126,37.484675,WF131356
Gwanak-gu,Street market,SKT,126.917126,37.484675,WF131357
Gwanak-gu,Street market,SKT,126.917126,37.484675,WF131358
Gwanak-gu,Street market,SKT,126.928012,37.481866,WF131359
Gwanak-gu,Street market,SKT,126.927611,37.482191,WF131360
Gwanak-gu,Street market,SKT,126.926948,37.482641,WF131361
Gwanak-gu,Street market,SKT,126.926371,37.483082,WF131362
Gwanak-gu,Street market,SKT,126.965599,37.474794,WF131363
Gwanak-gu,Street market,SKT,126.965599,37.474794,WF131364
Gwanak-gu,Street market,SKT,126.911329,37.482432,WF131365
Gwanak-gu,Street market,SKT,126.909881,37.482647,WF131366
Gwanak-gu,Street market,SKT,126.910622,37.482787,WF131367
Gwanak-gu,Tour site,Min. of Future(KT),126.9352667,37.4701943,WF131368
Gwanak-gu,Tour site,Min. of Future(KT),126.9352667,37.4701943,WF131369
Gwanak-gu,Tour site,Min. of Future(KT),126.9352667,37.4701943,WF131370
Gwanak-gu,Tour site,Min. of Future(KT),126.9352667,37.4701943,WF131371
Gwanak-gu,Tour site,Min. of Future(KT),126.9352667,37.4701943,WF131372
Gwanak-gu,Tour site,Min. of Future(LGU+),126.9417534,37.4916584,WF131373
Gwanak-gu,Main Street,Min. of Future(LGU+),126.9808889,37.4756957,WF131374
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9575909,37.4867072,WF131375
Gwanak-gu,Main Street,Min. of Future(LGU+),126.9797004,37.4757555,WF131376
Gwanak-gu,Main Street,Min. of Future(LGU+),126.928373,37.483777,WF131377
Gwanak-gu,Main Street,Min. of Future(LGU+),126.9376187,37.4705197,WF131378
Gwanak-gu,Main Street,Min. of Future(LGU+),126.9376171,37.4693477,WF131379
Gwanak-gu,Park,SKT,126.946,37.468,WF141359
Gwanak-gu,Park,SKT,126.946,37.468,WF141360
Gwanak-gu,Park,SKT,126.946,37.468,WF141361
Gwanak-gu,Park,SKT,126.946,37.468,WF141362
Gwanak-gu,Park,SKT,126.946,37.468,WF141363
Gwanak-gu,Street market,SKT,126.938,37.486,WF141364
Gwanak-gu,Street market,SKT,126.938,37.486,WF141365
Gwanak-gu,Main Street,SKT,126.914,37.486,WF141366
Gwanak-gu,Main Street,SKT,126.913881,37.4860187,WF141367
Gwanak-gu,Main Street,SKT,126.93,37.486,WF141368
Gwanak-gu,Main Street,SKT,126.93,37.486,WF141369
Gwanak-gu,Main Street,SKT,126.93,37.486,WF141370
Gwanak-gu,Street market,SKT,126.947,37.486,WF141371
Gwanak-gu,Street market,SKT,126.947,37.486,WF141372
Gwanak-gu,Street market,SKT,126.947,37.486,WF141373
Gwanak-gu,Public facility,District,126.951812,37.477938,WF141374
Gwanak-gu,Public facility,District,126.951812,37.477938,WF141375
Gwanak-gu,Public facility,District,126.951812,37.477938,WF141376
Gwanak-gu,Public facility,District,126.951812,37.477938,WF141377
Gwanak-gu,Public facility,District,126.951812,37.477938,WF141378
Gwanak-gu,Public facility,District,126.951812,37.477938,WF141379
Gwanak-gu,Public facility,District,126.951812,37.477938,WF141380
Gwanak-gu,Public facility,District,126.951812,37.477938,WF141381
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141382
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141383
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141384
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141385
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141386
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141387
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141388
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141389
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141390
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141391
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141392
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141393
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141394
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141395
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141396
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141397
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141398
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141399
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141400
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141401
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141402
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141403
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141404
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141405
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141406
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141407
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141408
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141409
Gwanak-gu,Public facility,District,126.951509,37.478126,WF141410
Gwanak-gu,Public facility,District,126.950888,37.478626,WF141411
Gwanak-gu,Public facility,District,126.951124,37.478435,WF141412
Gwanak-gu,Public facility,District,126.951124,37.478435,WF141413
Gwanak-gu,Public facility,District,126.951124,37.478435,WF141414
Gwanak-gu,Public facility,District,126.951124,37.478435,WF141415
Gwanak-gu,Public facility,District,126.951124,37.478435,WF141416
Gwanak-gu,Public facility,District,126.951124,37.478435,WF141417
Gwanak-gu,Tour site,Min. of Future(LGU+),126.9448168,37.4671252,WF141418
Gwanak-gu,Park,Min. of Future(LGU+),126.945707,37.468267,WF141419
Gwanak-gu,Tour site,Min. of Future(SKT),126.9791989,37.475381,WF141420
Gwanak-gu,Tour site,Min. of Future(SKT),126.9791989,37.475381,WF141421
Gwanak-gu,Public facility,Min. of Future(SKT),126.9162373,37.4782486,WF141422
Gwanak-gu,Public facility,Min. of Future(SKT),126.9318204,37.4641344,WF141423
Gwanak-gu,Public facility,Min. of Future(SKT),126.9318204,37.4641344,WF141424
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9575808,37.4867001,WF141425
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9575808,37.4867001,WF141426
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9575808,37.4867001,WF141427
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9575808,37.4867001,WF141428
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9575808,37.4867001,WF141429
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9575808,37.4867001,WF141430
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9575808,37.4867001,WF141431
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9456468,37.4916034,WF141432
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9456468,37.4916034,WF141433
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9456468,37.4916034,WF141434
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9456468,37.4916034,WF141435
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9456468,37.4916034,WF141436
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9456468,37.4916034,WF141437
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9312669,37.466797,WF141438
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9312669,37.466797,WF141439
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9312669,37.466797,WF141440
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9312669,37.466797,WF141441
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9312669,37.466797,WF141442
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9312669,37.466797,WF141443
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9312669,37.466797,WF141444
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9312669,37.466797,WF141445
Gwanak-gu,Tour site,Min. of Future(LGU+),126.9566172,37.4872065,WF141446
Gwanak-gu,Tour site,Min. of Future(LGU+),126.9566172,37.4872065,WF141447
Gwanak-gu,Tour site,Min. of Future(LGU+),126.9566172,37.4872065,WF141448
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9198655,37.4648391,WF141449
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9198655,37.4648391,WF141450
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9198655,37.4648391,WF141451
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9198655,37.4648391,WF141452
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9198655,37.4648391,WF141453
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9198655,37.4648391,WF141454
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9198655,37.4648391,WF141455
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9198655,37.4648391,WF141456
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9198655,37.4648391,WF141457
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9198655,37.4648391,WF141458
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9198655,37.4648391,WF141459
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9198655,37.4648391,WF141460
Gwanak-gu,Public facility,Min. of Future(SKT),126.9273515,37.4815967,WF141461
Gwanak-gu,Tour site,Min. of Future(SKT),126.9415751,37.4869232,WF141462
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9480897,37.4843606,WF141463
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9480897,37.4843606,WF141464
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9480897,37.4843606,WF141465
Gwanak-gu,Welfare facility,Min. of Future(SKT),126.9480897,37.4843606,WF141466
Gwanak-gu,Tour site,Min. of Future(SKT),126.9464887,37.478042,WF141467
Gwanak-gu,Bus stop,KT,126.960849,37.477963,WF141468
Gwanak-gu,Bus stop,KT,126.941961,37.483142,WF141469
Gwanak-gu,Bus stop,KT,126.928271,37.483918,WF141470
Gwanak-gu,Bus stop,KT,126.927276,37.483782,WF141471
Gwanak-gu,Bus stop,KT,126.928242,37.484265,WF141472
Gwanak-gu,Bus stop,KT,126.927909,37.484229,WF141473
Gwanak-gu,Public facility,District,126.951248,37.477055,WF151344
Gwanak-gu,Public facility,District,126.951248,37.477055,WF151345
Gwanak-gu,Public facility,District,126.951509,37.478126,WF151346
Gwanak-gu,Public facility,District,126.951509,37.478126,WF151347
Gwanak-gu,Public facility,District,126.951509,37.478126,WF151348
Gwanak-gu,Public facility,District,126.950888,37.478626,WF151349
Gwanak-gu,Public facility,District,126.950888,37.478626,WF151350
Gwanak-gu,Public facility,District,126.958386,37.476272,WF151351
Gwanak-gu,Public facility,District,126.921654,37.470988,WF151352
Gwanak-gu,Public facility,District,126.918785,37.461463,WF151353
Gwanak-gu,Public facility,District,126.977915,37.474567,WF151354
Gwanak-gu,Public facility,District,126.936951,37.470599,WF151355
Gwanak-gu,Public facility,District,126.915553,37.476168,WF151356
Gwanak-gu,Public facility,District,126.932774,37.488155,WF151357
Gwanak-gu,Public facility,District,126.932967,37.470077,WF151358
Gwanak-gu,Public facility,District,126.934997,37.474974,WF151359
Gwanak-gu,Public facility,District,126.931399,37.479746,WF151360
Gwanak-gu,Public facility,District,126.948116,37.489519,WF151361
